id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem
comentario_1597286,Ela que se cuide! Esse cara é um PSICODOIDOI 😂😂😂,0,1,Ela que se cuide! Esse cara é um PSICODOIDOI 😂😂😂,0.5208188,0.2225351333618164,0.45549932,0.023293832,0.038683333,0.5208188,comentarios
comentario_254132,"Isso é furto, falsidade ideológica. O cara tem que denunciar ela. É uma Vigarista, bandida. Todo castigo para essa pilantra é pouco.",1,1,"Isso é furto, falsidade ideológica. O cara tem que denunciar ela. É uma Vigarista, bandida. Todo castigo para essa pilantra é pouco.",0.6308392,0.2755014896392822,0.52007306,0.06011435,0.04151922,0.6308392,comentarios
comentario_603875,"Cara que lindo, pensei que isso só existia na ficção.",0,0,"Cara que lindo, pensei que isso só existia na ficção.",0.0143253105,0.2737436294555664,0.0143253105,0.0009059906,0.0017943961,0.007854878,comentarios
comentario_63219,Duas mocreia que falam: ...num rela em nóis.  É de fuder com a vida.,1,1,Duas mocreia que falam: ...num rela em nóis.  É de fuder com a vida.,0.57271194,0.28594231605529785,0.57271194,0.23225488,0.1714862,0.5101222,comentarios
comentario_923123,Faça isso comigo não? E o que você fez com ele .,0,0,Faça isso comigo não? E o que você fez com ele .,0.079250954,0.28804588317871094,0.079250954,0.0032615662,0.004846719,0.017012933,comentarios
comentario_64329,Três oito ficou 71 nesse debate ! Perdido e se contradizendo em tudo,0,1,Três oito ficou 71 nesse debate ! Perdido e se contradizendo em tudo,0.11479026,0.26739501953125,0.11479026,0.0015163422,0.0027933381,0.081508696,comentarios
comentario_2391930,kkkkk😮😮😮😮😮😮😮😮😮😮😮😮❤❤❤❤❤❤❤❤❤❤❤aguenta coracao..bjus e amores.....,0,0,kkkkk😮😮😮😮😮😮😮😮😮😮😮😮❤❤❤❤❤❤❤❤❤❤❤aguenta coracao..bjus e amores.....,0.09351514,0.24656224250793457,0.09351514,0.006790161,0.0064006294,0.017292,comentarios
comentario_2028015,"Mulheres como essa aí é para o cara passar uma noite e ""tchau querida"".",1,1,"Mulheres como essa aí é para o cara passar uma noite e ""tchau querida"".",0.11440011,0.2985718250274658,0.11440011,0.010223389,0.08252834,0.07872037,comentarios
comentario_1264058,500 reais da.pra fazer um monte de curriculo e pagar a condução pra ir e voltar pra casa quando for atras de emprego,0,0,500 reais da.pra fazer um monte de curriculo e pagar a condução pra ir e voltar pra casa quando for atras de emprego,0.037105743,0.2820851802825928,0.037105743,0.0011062622,0.001812895,0.017485369,comentarios
comentario_1256863,"ser fe luz e que nem maluco ,aperta o botao do foda-se e ninguem segura!!!",0,0,"ser fe luz e que nem maluco ,aperta o botao do foda-se e ninguem segura!!!",0.6611249,0.28821611404418945,0.6611249,0.29050803,0.04151922,0.46625584,comentarios
comentario_580924,Vomita merda pra caramba ein 😂,0,1,Vomita merda pra caramba ein 😂,0.6588125,0.2733278274536133,0.6588125,0.349583,0.028016793,0.5130944,comentarios
comentario_404905,@ kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,0,@ kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0.06184035,0.278989315032959,0.06184035,0.009536743,0.0034408006,0.019741343,comentarios
comentario_1329391,"@  Tipo aquele do calvo do campari? lembro dele ter dito que ele tinha ""bons"" cursos... (de fato uma bola fora)",0,0,"@  Tipo aquele do calvo do campari? lembro dele ter dito que ele tinha ""bons"" cursos... (de fato uma bola fora)",0.15435068,0.2655482292175293,0.15435068,0.0030708313,0.0029968263,0.0817555,comentarios
comentario_2455532,"Agora, vamos e convenhamos...o congresso é majoritariamente masculino e coo esses absurdos passam e viram lei. As mulheres estão na luta, se juntam e conseguem absurdos. Já os homens não se organizam, aceitam tudo,  deixam tudo pra lá...precisam se organizar na vida não só em comentários de internet. Todos os canais Red estão lotados, mas na vida off, nada. E as leis pra vida real vão passando...",1,0,"Agora, vamos e convenhamos...o congresso é majoritariamente masculino e coo esses absurdos passam e viram lei. As mulheres estão na luta, se juntam e conseguem absurdos. Já os homens não se organizam, aceitam tudo,  deixam tudo pra lá...precisam se organizar na vida não só em comentários de internet. Todos os canais Red estão lotados, mas na vida off, nada. E as leis pra vida real vão passando...",0.20056234,0.2853548526763916,0.20056234,0.0074005127,0.09741807,0.16337912,comentarios
comentario_2900254,"Meu irmão seu conteúdo é manero... mas BBB não é parâmetro é enredo parametrizado banhado nas lacrações mais atuais possíveis, portanto nada disso é real ou base para qualquer tema ... tmj",0,0,"Meu irmão seu conteúdo é manero... mas BBB não é parâmetro é enredo parametrizado banhado nas lacrações mais atuais possíveis, portanto nada disso é real ou base para qualquer tema ... tmj",0.09568449,0.24664783477783203,0.09568449,0.002746582,0.005660672,0.035774168,comentarios
comentario_1766955,"Macaco velho não põe a mão na cumbuca, não pula em galho seco e não entra em arapuca!!!!! Eu estou assim!!!😂😂😂😂",0,0,"Macaco velho não põe a mão na cumbuca, não pula em galho seco e não entra em arapuca!!!!! Eu estou assim!!!😂😂😂😂",0.25462922,0.27771806716918945,0.25462922,0.017093835,0.026007013,0.24630153,comentarios
comentario_2489404,"Todo aquele povo que gosta de trabalhar e torce pelo progresso desse pais esta se solidarizando com o Rio Grande do Sul,  povo do norte Nordeste, sudeste e centro-oeste. ❤",0,0,"Todo aquele povo que gosta de trabalhar e torce pelo progresso desse pais esta se solidarizando com o Rio Grande do Sul,  povo do norte Nordeste, sudeste e centro-oeste. ❤",0.007360875,0.263293981552124,0.0070369947,0.00049591064,0.0027933381,0.007360875,comentarios
comentario_584199,Essa mulher não é uma esposa é uma Deusa do lar,1,0,Essa mulher não é uma esposa é uma Deusa do lar,0.27412915,0.2746584415435791,0.27412915,0.011978149,0.14233272,0.16053712,comentarios
comentario_1407448,"Os bandidos geralmente são homens fortes. O problema do homem de bem hoje em dia é ter caído no conto de que homem bom não precisa ser forte. Cara, eu tenho praticamente 50 anos, uma vida financeira razoável, mas vivo no minimalismo, praticamente ninguém sabe da minha realidade financeira, mesmo já ter levado vários pés na bunda, ainda sou admirado por várias mulheres, porque eu procuro ser mais forte que bandidos, não para me engrandecer, mas porque é preciso. E isso torna um homem atraente.",0,0,"Os bandidos geralmente são homens fortes. O problema do homem de bem hoje em dia é ter caído no conto de que homem bom não precisa ser forte. Cara, eu tenho praticamente 50 anos, uma vida financeira razoável, mas vivo no minimalismo, praticamente ninguém sabe da minha realidade financeira, mesmo já ter levado vários pés na bunda, ainda sou admirado por várias mulheres, porque eu procuro ser mais forte que bandidos, não para me engrandecer, mas porque é preciso. E isso torna um homem atraente.",0.36095104,0.24663066864013672,0.36095104,0.02383376,0.14233272,0.2679134,comentarios
comentario_270972,@  Mas as pessoas conseguiram pegar ele? So por curiosidade,0,0,@  Mas as pessoas conseguiram pegar ele? So por curiosidade,0.02048268,0.29095983505249023,0.02048268,0.00089645386,0.002173624,0.010362893,comentarios
comentario_292303,"Essa é mãe com palavra...consequências de um "" tolo "" que achou que era o "" pá ""... .vacilão otário, Tirou quem o amou, amamentou, antes dos ""amiguinhos ""...Vai drão,jão...VACILÃO!!!!",0,1,"Essa é mãe com palavra...consequências de um "" tolo "" que achou que era o "" pá ""... .vacilão otário, Tirou quem o amou, amamentou, antes dos ""amiguinhos ""...Vai drão,jão...VACILÃO!!!!",0.65129566,0.2925393581390381,0.5885171,0.19455661,0.059311368,0.65129566,comentarios
comentario_1748638,"Essa daí sabe oque é uma mulher de valor, muitas se diz mulher de alto valor mas não sabe nem oque é ser uma.",1,0,"Essa daí sabe oque é uma mulher de valor, muitas se diz mulher de alto valor mas não sabe nem oque é ser uma.",0.2312681,0.2769031524658203,0.2312681,0.011978149,0.07673789,0.20668297,comentarios
comentario_515231,"Logo se vê que o Daniel nada mais é do que um entusiasta, que quando está na frente de quem entende do que fala… ele fica constrangido…Como meu avô dizia: todo dia acorda um trouxa e um esperto…Aliás quem é, e o que faz esse Daniel? Teórico conspiracionista?",0,1,"Logo se vê que o Daniel nada mais é do que um entusiasta, que quando está na frente de quem entende do que fala… ele fica constrangido…Como meu avô dizia: todo dia acorda um trouxa e um esperto…Aliás quem é, e o que faz esse Daniel? Teórico conspiracionista?",0.15932569,0.26991844177246094,0.15932569,0.004863739,0.006881601,0.1505596,comentarios
comentario_579400,Uma mulher que entendeu o universo masculino😮,0,0,Uma mulher que entendeu o universo masculino😮,0.028031485,0.2751319408416748,0.028031485,0.0012493134,0.011173353,0.013896915,comentarios
comentario_2661714,"1:07 cara como pode ser tão inocente, como existe homens sem malicia.",0,0,"1:07 cara como pode ser tão inocente, como existe homens sem malicia.",0.36095104,0.27277374267578125,0.36095104,0.016512826,0.13163337,0.24928534,comentarios
comentario_2596484,"Sandro não, padrinho Dom Sandro.",0,0,"Sandro não, padrinho Dom Sandro.",0.0068003717,0.26170802116394043,0.0053719915,0.00029206276,0.0011006863,0.0068003717,comentarios
comentario_1707000,"também sou a favor da segregação... da segregação dos impostos, implementando um sistema que identifique o sexo do pagador de impostos de modo que o Estado faça caridade para as mulheres apenas com os impostos gerados por elas e os impostos gerados pelos homens sejam destinados a eles!  quem apoia a minha proposta de lei?",1,0,"também sou a favor da segregação... da segregação dos impostos, implementando um sistema que identifique o sexo do pagador de impostos de modo que o Estado faça caridade para as mulheres apenas com os impostos gerados por elas e os impostos gerados pelos homens sejam destinados a eles!  quem apoia a minha proposta de lei?",0.11140333,0.30156660079956055,0.11140333,0.0024795532,0.099899694,0.023479814,comentarios
comentario_2050465,falando das cadelas emputeradas se vc não é não deveria se doer,1,1,falando das cadelas emputeradas se vc não é não deveria se doer,0.7761081,0.27132725715637207,0.7761081,0.24482845,0.19298288,0.58196646,comentarios
comentario_2989309,Enquanto todos homens são um possível abusador  ! Esta aí faz todas mulheres canalhas  ! Só não ver quem eguinora.,1,1,Enquanto todos homens são um possível abusador  ! Esta aí faz todas mulheres canalhas  ! Só não ver quem eguinora.,0.54471385,0.2821671962738037,0.5024724,0.16960317,0.4482637,0.54471385,comentarios
comentario_2641726,💖💖💖💖💖ESSE ADVOGADO É FERAAAAA!!!!,0,0,💖💖💖💖💖ESSE ADVOGADO É FERAAAAA!!!!,0.20242359,0.2956113815307617,0.20242359,0.007858276,0.013043936,0.16809943,comentarios
comentario_290464,EU SOU SOLTEIRA E NÃO TENHO FILHOS COMO DIZIA A MINHA TIA LUCENA  ANTES SO DO QUE MAL ACOMPANHADA  SOU MUITO GRATA ❤ 👍,0,0,EU SOU SOLTEIRA E NÃO TENHO FILHOS COMO DIZIA A MINHA TIA LUCENA  ANTES SO DO QUE MAL ACOMPANHADA  SOU MUITO GRATA ❤ 👍,0.056263726,0.28952646255493164,0.056263726,0.0036239624,0.009212466,0.022061773,comentarios
comentario_3007799,É o tempo passa pra todos !!😎🫡,0,0,É o tempo passa pra todos !!😎🫡,0.02779579,0.27338647842407227,0.02779579,0.0015830994,0.00224762,0.0113509,comentarios
comentario_3012399,"Ricardo esse vídeo não é real , esse rapaz faz parte do grupo 10ocupados, é um canal no YouTube com humoristas baianos . Muito bom por sinal .",0,0,"Ricardo esse vídeo não é real , esse rapaz faz parte do grupo 10ocupados, é um canal no YouTube com humoristas baianos . Muito bom por sinal .",0.06104896,0.2928643226623535,0.06104896,0.0021648407,0.008398513,0.028502205,comentarios
comentario_1234549,Pode procurar q no dela vai achar as pessoas te julga pelos q elas são,0,0,Pode procurar q no dela vai achar as pessoas te julga pelos q elas são,0.08004235,0.24887681007385254,0.08004235,0.0024604797,0.003884775,0.029053112,comentarios
comentario_2905185,Ela precisa de ajuda psicológica para sair da bolha .,0,1,Ela precisa de ajuda psicológica para sair da bolha .,0.23237456,0.25541210174560547,0.20102765,0.005302429,0.008509507,0.23237456,comentarios
comentario_474384,Negar nosso esperma a elas já faz a sociedade ruir....,1,1,Negar nosso esperma a elas já faz a sociedade ruir....,0.40614098,0.27478694915771484,0.40614098,0.020386212,0.089973204,0.16890354,comentarios
comentario_2198145,"Elas querem atitudes tradicionais, mas querem ter os comportamentos moderninhos pq é empoderamento. Só enganam quem é 7rouxa!",1,1,"Elas querem atitudes tradicionais, mas querem ter os comportamentos moderninhos pq é empoderamento. Só enganam quem é 7rouxa!",0.25462922,0.2910315990447998,0.25462922,0.008621216,0.029917859,0.25007802,comentarios
comentario_2292771,"Por favor, os homens não podem se preservarem um pouco não?, vão pra cama  assim ? Se cuidar um pouco faz bem.sabiam?",0,1,"Por favor, os homens não podem se preservarem um pouco não?, vão pra cama  assim ? Se cuidar um pouco faz bem.sabiam?",0.1373533,0.2630295753479004,0.1373533,0.0048828125,0.06294931,0.07016616,comentarios
comentario_2878966,"Além do conteúdo, parabéns pelo cenário, Copini. Está aí um dos locais que desejo visitar um dia.",0,0,"Além do conteúdo, parabéns pelo cenário, Copini. Está aí um dos locais que desejo visitar um dia.",0.005698365,0.2833402156829834,0.003188638,0.00023365021,0.000656712,0.005698365,comentarios
comentario_625839,Umas boas chineladas resolveria o problema.,0,1,Umas boas chineladas resolveria o problema.,0.11212669,0.27721643447875977,0.11212669,0.009689331,0.005919657,0.028612386,comentarios
comentario_1060985,"Mas se a criança se afogou, a culpa é dos pais, pois eles não supervisionaram",0,0,"Mas se a criança se afogou, a culpa é dos pais, pois eles não supervisionaram",0.02638162,0.2736227512359619,0.02638162,0.0012683868,0.0035147965,0.015340924,comentarios
comentario_1070784,"É assim que abusadores sai ilesos. Porque acham que elas mentem sobre isso. Essa mulher odeia criança. Outra, para uma criança inventar que alguém a tocou nas partes íntimas, ela precisa saber sobre esse toque, significa que ela ja foi abusada dessa forma por alguém, sabia? Eu fui abusada dos e aos 6 por um velho ""bonzinho"" e disseram pra mim que eu que estava procurando macho, que eu era sem vergonha.Cala a boca mulher no.jenta... por pessoas como essa que pedófilos são tratados como rei e inocentes",0,1,"É assim que abusadores sai ilesos. Porque acham que elas mentem sobre isso. Essa mulher odeia criança. Outra, para uma criança inventar que alguém a tocou nas partes íntimas, ela precisa saber sobre esse toque, significa que ela ja foi abusada dessa forma por alguém, sabia? Eu fui abusada dos e aos 6 por um velho ""bonzinho"" e disseram pra mim que eu que estava procurando macho, que eu era sem vergonha.Cala a boca mulher no.jenta... por pessoas como essa que pedófilos são tratados como rei e inocentes",0.4986907,0.27867674827575684,0.4838166,0.23224458,0.3072352,0.4986907,comentarios
comentario_1396204,Quando abrem a portas do inferno 😂😂😂,0,0,Quando abrem a portas do inferno 😂😂😂,0.2648175,0.2902717590332031,0.2648175,0.016900165,0.0091384705,0.0670459,comentarios
comentario_1121632,Sim sim😂😂😂. Isso a geral concorda 100% até as feministas😂😂😂😂,0,0,Sim sim😂😂😂. Isso a geral concorda 100% até as feministas😂😂😂😂,0.11450345,0.2932562828063965,0.11450345,0.005531311,0.10235514,0.04910661,comentarios
comentario_277866,"Verdade , é bonito sim e ela é linda .",0,0,"Verdade , é bonito sim e ela é linda .",0.009675868,0.2848637104034424,0.009675868,0.0006198883,0.0018868907,0.0072468747,comentarios
comentario_890128,Você quis dizer que uma é muito burra e outra é mais inteligente? Começo titias pobres que estão muito mais bem conservadas que essa bucha de canhão ai,1,1,Você quis dizer que uma é muito burra e outra é mais inteligente? Começo titias pobres que estão muito mais bem conservadas que essa bucha de canhão ai,0.6027529,0.28020524978637695,0.6027529,0.232236,0.15517195,0.57566804,comentarios
comentario_2027103,Maravilhosa sua resposta vc e uma mulher de verdade parabéns vc e uma deusa,0,0,Maravilhosa sua resposta vc e uma mulher de verdade parabéns vc e uma deusa,0.009173225,0.2760298252105713,0.009173225,0.0007724762,0.0028673338,0.007778878,comentarios
comentario_309805,"Vamos lá. Mulher em internet não presta. 99% é  só prost. Pediu pix sai, mandou foto pelada sai, perguntou quanto ganha sai. É  fácil Por isso os homens tão assim, olha o nível ridículo das mulheres",1,1,"Vamos lá. Mulher em internet não presta. 99% é  só prost. Pediu pix sai, mandou foto pelada sai, perguntou quanto ganha sai. É  fácil Por isso os homens tão assim, olha o nível ridículo das mulheres",0.5332045,0.2917661666870117,0.52811706,0.23340854,0.5135796,0.5332045,comentarios
comentario_1197720,"Apesar da dor e tristeza inegáveis evidentes na voz embargada,chorosa e saudosa e nos olhos marejados e tristes, que privilégio terem vivido um amor assim, que ele encontre forças pra suportar com algum alento a falta de sua esposa até que 😮 tbm.possa descansar seu coração e sua mente(alma). Acredito que em seu lugar eu desejaria isso.E parabéns pela postagem do vídeo!!😢😢",0,0,"Apesar da dor e tristeza inegáveis evidentes na voz embargada,chorosa e saudosa e nos olhos marejados e tristes, que privilégio terem vivido um amor assim, que ele encontre forças pra suportar com algum alento a falta de sua esposa até que 😮 tbm.possa descansar seu coração e sua mente(alma). Acredito que em seu lugar eu desejaria isso.E parabéns pela postagem do vídeo!!😢😢",0.008670582,0.2764577865600586,0.008670582,0.00039577484,0.0011515582,0.0071043735,comentarios
comentario_1523088,"Provérbios 30:20 “Este é o caminho da adúltera: ela come, limpa a boca e diz: ‘Não fiz nada de errado’",0,0,"Provérbios 30:20 “Este é o caminho da adúltera: ela come, limpa a boca e diz: ‘Não fiz nada de errado’",0.10653123,0.2749917507171631,0.10653123,0.00667572,0.011691323,0.028832749,comentarios
comentario_958101,"Esse cara deveria estar doente quando se relacionou isso, pqp, olha a voz do demônio! Coisa ridícula! Que Deus abençoe esse guerreiro.",0,1,"Esse cara deveria estar doente quando se relacionou isso, pqp, olha a voz do demônio! Coisa ridícula! Que Deus abençoe esse guerreiro.",0.5130944,0.27277183532714844,0.4475325,0.023076924,0.019173764,0.5130944,comentarios
comentario_220817,"Pessoa de direita sempre se sentirá no ""dever"" de cutucar quem é de esquerda, é muita doença, tem jeito não!",0,1,"Pessoa de direita sempre se sentirá no ""dever"" de cutucar quem é de esquerda, é muita doença, tem jeito não!",0.42167732,0.3136332035064697,0.37751234,0.015286255,0.26663736,0.42167732,comentarios
comentario_2665566,"Ué, eu demorei pra casar por isso, só que fiquei viúva, exemplo de casa, meus pais se conhecem desde os 7 anos e são casados a 45 já, viveram todas as dificuldades e estão aí firmes e fortes, tive outros namoros antes de casar, mas, na minha família divórcio só em último caso, tipo violência mesmo. Então, optei por não ficar pois via que a pessoa não seria compatível de estar junto quando tudo estivesse difícil. Casei só com 35 anos, só que no meu caso foi uma fatalidade msmo. No caso é mto simples resolver o problema patrimonial, pre-nupcial e separação total de bens, eu jamais me casaria em comunhão alguma de bens. Pq eu também não quero perder os meus.😅",0,0,"Ué, eu demorei pra casar por isso, só que fiquei viúva, exemplo de casa, meus pais se conhecem desde os 7 anos e são casados a 45 já, viveram todas as dificuldades e estão aí firmes e fortes, tive outros namoros antes de casar, mas, na minha família divórcio só em último caso, tipo violência mesmo. Então, optei por não ficar pois via que a pessoa não seria compatível de estar junto quando tudo estivesse difícil. Casei só com 35 anos, só que no meu caso foi uma fatalidade msmo. No caso é mto simples resolver o problema patrimonial, pre-nupcial e separação total de bens, eu jamais me casaria em comunhão alguma de bens. Pq eu também não quero perder os meus.😅",0.0414203,0.24621248245239258,0.0414203,0.0036621094,0.008657498,0.020063626,comentarios
comentario_188742,E  na  hora  o  amante  e o  bom  mas  depois  se  lasca  se  vira  vai  trabalhar   quero  ver  o  fim  disso,0,0,E  na  hora  o  amante  e o  bom  mas  depois  se  lasca  se  vira  vai  trabalhar   quero  ver  o  fim  disso,0.0665887,0.2940394878387451,0.0665887,0.0025749207,0.0058086636,0.031917825,comentarios
comentario_2985502,"Pensamos em ter uma vida melhor em todos os quesitos como financeiramente, construir uma família, carreira em area pública ou privada e etc (Isso não é ruim, desde que seja feito de modo correto) porém o vazio infinito que existe em cada um de nós só pode ser preenchido com uma única coisa, Jesus.Hey Copini, estou aqui!",0,0,"Pensamos em ter uma vida melhor em todos os quesitos como financeiramente, construir uma família, carreira em area pública ou privada e etc (Isso não é ruim, desde que seja feito de modo correto) porém o vazio infinito que existe em cada um de nós só pode ser preenchido com uma única coisa, Jesus.Hey Copini, estou aqui!",0.01633588,0.2727363109588623,0.01633588,0.0006389618,0.0032558115,0.0105148945,comentarios
comentario_192235,O cachorrinho mais feliz que lambari no açude kkkk,0,0,O cachorrinho mais feliz que lambari no açude kkkk,0.31825066,0.28824853897094727,0.31825066,0.023106033,0.02821777,0.22770336,comentarios
comentario_398227,"A resposta dela, mereceu a contra-resposta... KkkkkkkVida que segue",0,0,"A resposta dela, mereceu a contra-resposta... KkkkkkkVida que segue",0.04240986,0.2896590232849121,0.04240986,0.0012397766,0.001572409,0.025542418,comentarios
comentario_2822758,"Cara, cada pessoa tem o direito de ficar com quem quiser, se ela não te quis aceita e ponto. Está sabendo até que ela ta sozinha, ficar sozinho ou sozinha não quer dizer que a pessoa não esteja bem.As vezes é melhor ela sozinha do que com um cara igual você, você já pensou nisso?",0,1,"Cara, cada pessoa tem o direito de ficar com quem quiser, se ela não te quis aceita e ponto. Está sabendo até que ela ta sozinha, ficar sozinho ou sozinha não quer dizer que a pessoa não esteja bem.As vezes é melhor ela sozinha do que com um cara igual você, você já pensou nisso?",0.044388983,0.27687549591064453,0.044388983,0.0015735626,0.003607291,0.0233509,comentarios
comentario_2623425,Isso pq diz ser feminista e  diz não depender de homem. Hipocrisia pura.,1,1,Isso pq diz ser feminista e  diz não depender de homem. Hipocrisia pura.,0.34626248,0.27661728858947754,0.32712606,0.017933069,0.19693321,0.34626248,comentarios
comentario_1151301,"Essa culpa eu não carrego!Mas mesmo quem não não tem culpa , vai tomar no cool igual !!kkkkkkkk😅😅😂😂FAZUÉLI !!!😢😢😅😅😂😂😂🎉🎉",0,1,"Essa culpa eu não carrego!Mas mesmo quem não não tem culpa , vai tomar no cool igual !!kkkkkkkk😅😅😂😂FAZUÉLI !!!😢😢😅😅😂😂😂🎉🎉",0.07371122,0.25028347969055176,0.07371122,0.0021362305,0.0023863618,0.03136692,comentarios
comentario_2827000,Dá até pena do Carioca... Apaixonado...Vai ralar muito pra se restabelecer...,0,0,Dá até pena do Carioca... Apaixonado...Vai ralar muito pra se restabelecer...,0.17545098,0.2775883674621582,0.17545098,0.005722046,0.012441003,0.1378885,comentarios
comentario_2217816,"  se esforçam pra querer mulher, se elas fazem sexo é ruim se não fazem é ruim 😂",0,0,"  se esforçam pra querer mulher, se elas fazem sexo é ruim se não fazem é ruim 😂",0.5566829,0.2966599464416504,0.5566829,0.15443328,0.15945168,0.25998658,comentarios
comentario_371517,"É VERDADE QUE O CARA ESTAVA COM UMA PROTUBERÂNCIA ELEVADA NO SHORT POR ISSO AQUELA BOLSA NA FRENTE, OLHOU PRA ELA FICOU EXCITADO, LÓGICO MUITO EXAGERADO VAMOS ADMITIR MAS A MOÇA COMPLETAMENTE EXASPERADA TAMBÉM SAIU FORA DE CONTROLE, ELA EXPÔS O HOMEM E ACUSOU FEZ MUITO ERRADO O QUE DEVERIA TER FEITO É TER SAÍDO OU IGNORADO O CARA POIS ELE NÃO PROFERIU NENHUMA PALAVRA IMPORTUNANDO ELA. SE O CARA FOSSE UM CHAD RICO A HISTÓRIA SERIA DIFERENTE",1,1,"É VERDADE QUE O CARA ESTAVA COM UMA PROTUBERÂNCIA ELEVADA NO SHORT POR ISSO AQUELA BOLSA NA FRENTE, OLHOU PRA ELA FICOU EXCITADO, LÓGICO MUITO EXAGERADO VAMOS ADMITIR MAS A MOÇA COMPLETAMENTE EXASPERADA TAMBÉM SAIU FORA DE CONTROLE, ELA EXPÔS O HOMEM E ACUSOU FEZ MUITO ERRADO O QUE DEVERIA TER FEITO É TER SAÍDO OU IGNORADO O CARA POIS ELE NÃO PROFERIU NENHUMA PALAVRA IMPORTUNANDO ELA. SE O CARA FOSSE UM CHAD RICO A HISTÓRIA SERIA DIFERENTE",0.19870108,0.2925679683685303,0.19870108,0.009346008,0.013847848,0.07016616,comentarios
comentario_565824,Aluga sua casa e vai morar de aluguel,0,0,Aluga sua casa e vai morar de aluguel,0.08795626,0.2822115421295166,0.08795626,0.0031471252,0.0032928092,0.035333443,comentarios
