id_comentario_anonimizado,comentario,final_misoginia,flag_misoginia,final_toxicidade,flag_toxicidade
comentario_216645,O melhor é o espanhol dela!Kkkk,0,1,0,0
comentario_1401212,Com certeza ! Deus abençoe por vc ver o que é certo lindo e muito feminino,1,0,0,0
comentario_86166,"E estariam certas, mulher não é saco de pancadas",0,1,0,1
comentario_2713478,Onde encontro um desse!?!? Tá mais fácil achar na mega-sena. Acho q meu pai foi o último da espécie e já faleceu. 🤭,0,1,0,0
comentario_2117441,Ele foi burro demais. Dava pra fazer um relato fod4. Mas nem  todo mundo tem tanto discernimento.,0,1,1,1
comentario_1307653,"Verdade cara, quando o cara é certinho é mais difícil arrumar mulher",0,0,1,0
comentario_1352243,"Quando você se torna a melhor opção pra si mesmo . Você está na abundância de opções,  você passar a selecionar .. leve esse conteúdo como uma motivação para o seu sucesso,  jogue o jogo como ele é ,não como você gostaria  !",0,1,0,1
comentario_2923070,"Elas falam isso em podcast!porém troca você por um cara, que nem trabalha, usuário de maconha direto fumando! Kkkkk as minas admiram o cara que fuma maconha 😂😂 os que trabalha,chega cansado,as vezes quer jogar um vídeo game pra relaxar do estresse,a mina fica no pé,aí você descobre,que ela reclama de tudo em você,o amante ela não julga em nada,o cara sem trabalhar,elas pega a sua grana e banca a maconha do Zé drogas,aí reclama, pq vc não está fornecendo grana !😂😂 a vida nua e crua! Quem tem virtudes, não segue a manada!",1,0,1,0
comentario_265030,Eu tenho uma casa e dois apartamentos e tenho que vender pra dividir ainda tenho que pagar pensão,0,1,0,1
comentario_162892,Muitas mulheres assim 😢muitas .......,0,0,0,0
comentario_2792948,"Admiro esse pai extremamente porque eu sigo a mesma educação com o meu filho.Não bato, não desrespeito ele, mas ensino os valores e sou firme quando necessário para que ele entenda as coisas.Isso é educação positiva, não quer dizer que não se pode dizer não para o filho mas sim que devemos fazer com que entenda os valores e as consequencias dos atos.",0,1,0,1
comentario_1348995,Se fosse o contrário ela ia brigar enxe o saco e fala que homem não presta,1,0,1,1
comentario_1040507,Esse cara meio tipo bandido ou mal caráter já fez o seu papel do mal. O que ele sabe a respeito da vida dessas pessoas para se achar juiz de relacionamento de casal.Ridícula a atitude dessa criatura sombria.,0,1,1,1
comentario_2896468,Fiquei sabendo que trezoitão gostaria de conversar com vc de pronto digo que veria .,0,1,0,1
comentario_1912538,"1:46 Elas dizem com a própria boca: eu ESCOLHI se relacionar mais velha, ou seja, foi totalmente opcional, é óbvio que ela podia fazer isso muito antes, mas resolveu ""aproveitar"" antes da ""coisa séria"". Assim como é totalmente opcional o cara não querer mulher acima de 25, tá vencida. Escolhas de lá, Escolhas de cá, e ponto final 😂",1,1,1,1
comentario_881951,"Ficou meio confuso... esse parecer. Parecer, é apenas algo relacionado a aparencia ou visual.Talvez,  seria melhor a palavra mostrar.",0,1,0,1
comentario_507346,Com certeza essa vai brigar com vários,0,0,1,0
comentario_724134,"@ -u9x outra velha que teve uma vida infeliz em um relacionamento, e veio despejar suas frustrações em comentários",1,1,1,1
comentario_1822779,"Se o caminhão estiver em alta velocidade, não vai adiantar nada, isso é física!",0,1,0,1
comentario_2320324,"Elas curtem o bad boy, as fortes emoções. Depois é a vez do miqueinha brilhar. Kkkkkk",1,1,1,1
comentario_1004918,"Você acha que isso é educar , o desrespeito já foi ao desfazer do presente do seu pai e pior sem seu consentimento ! Uma boa surra mais cedo teria evitado tudo isso !!!Falam tanto de não bater para educar em casa , mas a violência só cresce nessa geração, e na época que se era educado com palmadas em casa não se tinha tantos vagabundos assim !!!!!!",0,1,1,1
comentario_1956118,Muito..obrigado.gata.eu.teio.53,0,1,0,1
comentario_1716284,Eu se nao der pra mim nao pago nem uma bala kkkk serio .Quue se foda ja aviso antes .Ja pergunto logo pra essas safadas de hoje em dia .E outra beijo eu do na minha mae ja vai logo arriando a carcinha,1,1,1,1
comentario_373101,Muito triste Como faz falta um a.nte querido😢❤,0,1,0,1
comentario_1195384,Qem nunca ouviu um demonio falar oia ai  um falando,0,1,0,0
comentario_1494379,72h sem luz e acaba esse discurso. Falta de louça e calcinha pra lavar.,1,1,1,1
comentario_983294,"PEGUEI MUITA MULHER VAGABUNDA NA MINHA VIDA.COMI,USEI E REVIREI DO AVESSO,DEPOIS MANDEI ANDAR.MULHER VAGABUNDA SÓ SERVE PRA USAR E DEPOIS LARGAR.PRONTO,FALEI!",1,1,1,1
comentario_1773858,"“Pergunte a uma mulher o que ela quer de um homem e ela lhe dará um dicionário de sinônimos, uma lista, uma enciclopédia. Pergunte o que ela traz para a mesa e você pode escrever no verso de um selo.” – Kevin Samuels",1,1,1,1
comentario_2473741,"  E pra quê você acha que uma mulher vai querer um homem egoísta e narcisista assim como você. que não tem nada pra se doar, que não existe entrega, cuidado seu com ela e nem reciprocidade. Não é atoa que ninguém te quer e você está sozinho.",0,1,1,1
comentario_2211805,Ué? Mas rlas não querem que os caras paguem o salão e mandem pix? Como o vagabundo vai bancar elas? Não entendi. Cambada de cabeças ocas.,1,1,1,1
comentario_571594,"E você, certamente é linda por dentro e por fora! 😍",0,1,0,1
comentario_2173205,"Verdade amigo, até porque são 50 homens para cada 10 mulheres no brasil são 50 bilhonarios para cada 10 mulheres bem sucedida ok",1,0,1,0
comentario_2488117,Verdade passei por isso 😢É terrível infelizmente.,0,1,0,1
comentario_2517584,oque não falta por aí é piriguete que nem essa só esperando um trouxa para se encostar,1,1,1,1
comentario_543312,As pessoas perderam a noção meu Deus...,0,1,0,1
comentario_1395585,"É maior furada se o homem ficar agindo dessa forma, então o melhor a se fazer é ser um homem sagaz e de valor.",0,1,0,1
comentario_1454356,"O mundo ta sendo dominado pelos idiotas ,eles sao muitos",0,1,1,1
comentario_1375561,Esse vitimismo das feministas e que me  deixa cheio de ódio,1,1,1,1
comentario_1147792,Ela não daria 10 passos pra ir na casa dele kkkk,0,1,0,1
comentario_1597286,Ela que se cuide! Esse cara é um PSICODOIDOI 😂😂😂,0,1,1,1
comentario_1706310,🔴🔴🔴🤪🤪🤪COMTE FARINACEO VIROU PIADA NO 5X5YTUBE. SÓ  DÁ  PALPITE ERRADO. NÃO  DÁ  UMA DENTRO,0,1,1,1
comentario_821334,tá caro não compra só imbecil pra achar isso certo feito os petistas alienados idiotas,0,1,1,1
comentario_1708127,"Gp é mulher como qualquer outra e se fazer ela GOZ*** come de graça e sem as despesas de uma Horadinha, ja fiz muita GP pagar hotel pra mim, não que eu seja bonito mas minha salsichada valia a pena para elas...e lembrem-se a GP que você ensalsicha pode ser a honradinha de outro. 😂😂",1,1,1,1
comentario_359780,"Abaixa o shortinho dele, pega uma cinta e desce-lhe uma cintada... Sem ódio no coração, mas com a certeza de estar educando, ainda em tempo, porque essa reação é de quem não foi educado no tempo correto. Em hipótese alguma poderá prevalecer a raiva, mas sim o amor e a certeza de estar fazendo o melhor para que este não sofra com a correção tardia que talvez já não será mais possível e trará sofrimento para muitos.",0,1,1,1
comentario_254132,"Isso é furto, falsidade ideológica. O cara tem que denunciar ela. É uma Vigarista, bandida. Todo castigo para essa pilantra é pouco.",1,0,1,1
comentario_2660639,"TEM GENTE QUE LEVA CHIFRE E SEGUE CORRENDO ATRÁS,NÃO SEI O MOTIVO QUE LEVA A PESSOA A PESSOA A FAZER ISSO.PQP",0,1,0,1
comentario_980245,"Tô lascado, vou me esconder então 😂😂😂😂",0,1,0,1
comentario_603875,"Cara que lindo, pensei que isso só existia na ficção.",0,1,0,1
comentario_724958,"O problema é a mulher fazer isso tudo bonitinho e belo dia o abençoado pedir o divórcio.... Aí, fica sem casa, marido, família, etc.... Bom sempre pensar bem para o que funciona! Não existe regra pra nada na vida, absolutamente nada! Tudo pode mudar do dia pra noite, e esse marido pode sim morrer, aí, a família faz como? Se lasca?",0,1,0,1
comentario_1262861,"É falta de vergonha sim, mas psicológicamente é por isso, ta carente de validação",0,1,1,1
comentario_1414778,Um vacilo kkkkkkk subir e descer na mandioca dos outros e um vacilo kkkk,0,0,1,1
comentario_480177,"Ele pulou uma fogueira de costa, ele se livrou de um grande problema",0,1,0,1
comentario_200262,Dessa conversa saiu mentira demais se loko kkk,0,1,0,0
comentario_1717855,"Engraçado ""perdoa pra ficar bem com sigo msm"" quem fica bem é quem é perdoado ou quem perdoa??? Eu estou revendo esse conceito",0,1,0,1
comentario_536396,Debate ou podcast c outros convidados não funciona para o Felipe. Ele tem muito conteúdo mas tem q ser convidado sozinho.,0,1,0,1
comentario_2317311,"@  e como eu já disse em vários comentários: eu duvido que o grau de altruísmo desses rednóia seja tão alto a ponto de eles estarem preocupados se uma total desconhecida (eu) vai casar ou não. Tu acha que esse idiota aí dos comentários tá preocupado se eu sou rodada, se vou morrer sozinha, se vou criar gato...? Fala sério.",0,1,1,1
comentario_1279913,"Po, meio estranho isso aí. Se ele seguir à risca a Bíblia aí realmente eu entendo como não iriam querer se relacionar por coisas como Deus dizer que criou o mal em Isaías e pela Bíblia dizer que mulher tem que sempre se sujeitar ao marido como se ele fosse Deus.",0,0,0,1
comentario_2319816,Tenho 43. A conversa tava boa. Mais foi falar de 7a1. Não vou nem falar doq se trata.😅😅,0,1,0,1
comentario_2570191,50 reais fia ???.....vc não vale uma cibalena vencida 😅😅😅😅😅😅😅😅😅😅,1,0,1,1
comentario_63219,Duas mocreia que falam: ...num rela em nóis.  É de fuder com a vida.,1,1,1,1
comentario_2621214,Esses RedPill parece que acabaram de nascer. PORRA. Essa é a realidade do mundo. Aceita que doi menos,0,1,1,1
comentario_2958095,Meu Deus!!   900 com 5 filhos ??  Ainda bem que correu .,0,1,0,1
comentario_686129,Casamento nunca mais Saio e volto a hora que quero sem dar satisfação a ninguém.,0,0,0,0
comentario_1156795,"Aconteceu isso comigo tbm, ele ficava assistindo vídeo de mulheres semi nuas no YouTube fui questionar ele saiu de casa",0,0,0,1
comentario_628190,"Se nem ela se importa com ela, por que o rapaz tem que se importar, vagaba!",1,1,1,1
comentario_503832,"Calculo simples 25 mil x 12 = 300 mil reais por ano.Se  pagasse uma do JOB no valor de R$ 1000,00 seria 300 mulheres por ano.",1,1,1,0
comentario_923123,Faça isso comigo não? E o que você fez com ele .,0,1,0,1
comentario_2634047,"A primeira e única vez que relacionei foi por conta da família. Sacrificar a solitude por conta dos outros é ser bem burrinho, né. Não façam isso, não criem a necessidade do trofeuzinho. Vejo os caras que estão entrando na casa dos trinta fazendo muito isso, os da igreja então nem se fala... No meu caso foi no início dos vinte anos porque achavam que eu era gay. Hoje em dia nem a família sobrou direito, são poucos os que considero atualmente.",0,1,0,0
comentario_64329,Três oito ficou 71 nesse debate ! Perdido e se contradizendo em tudo,0,1,1,0
comentario_2391930,kkkkk😮😮😮😮😮😮😮😮😮😮😮😮❤❤❤❤❤❤❤❤❤❤❤aguenta coracao..bjus e amores.....,0,1,0,1
comentario_723570,"Algumas sementes caem no deserto,em meio a pedregulhos e espinhos e não germinam.Outras caem no mesmo lugar e crescem,com toda dificuldade, criando raizes e logo após, poderá dar sombra a quem precisar. Ja dizia a parabola.",0,1,0,1
comentario_78339,"A VIDA ME DEU MUITA PORRADA, MAS GRAÇAS A DEUS EU VENCÍ!MAS MESMO ASSIM A GENTE AINDA APANHA!",0,1,0,1
comentario_1220159,Conservadores cristão? 😂😂😂😂😂 so se for esse ai porque a cria do bozo ta mais pra o capiroto do que qualquer outra coisa.,0,1,1,1
comentario_2382028,Eu diria!! A minha principal prioridade sou eu mesmo !! E vc não faz mais parte das minhas estatísticas!! Vc é passado.🫱🏼‍🫲🏻🤗,0,1,0,1
comentario_2870137,alta aula sim senhora acredito que tenha muitas alunas kk,0,1,0,1
comentario_2825113,"O estado é ladrão, ineficiente, inútil e desnecessário. O estado não produz nada e so atrapalha a vida das pessoas.",0,1,1,1
comentario_766460,"Aquela travadinha na fala pq não podia falar o resto, seguido de um riso pra disfarçar... tão ficando tão manjadas que chega a dar tédio.",0,0,1,0
comentario_2017104,"Kkkkkkkkk Errada só está de postar, o vício em redes sociais é terrível, deve postar até indo kagar.",0,1,1,1
comentario_2028015,"Mulheres como essa aí é para o cara passar uma noite e ""tchau querida"".",1,1,1,1
comentario_1776823,Penso o mesmo. Tudo separado. Chega de aguentar surto de kapivara. Falsa acusação de assédio.,1,1,1,0
comentario_1264058,500 reais da.pra fazer um monte de curriculo e pagar a condução pra ir e voltar pra casa quando for atras de emprego,0,1,0,1
comentario_1256863,"ser fe luz e que nem maluco ,aperta o botao do foda-se e ninguem segura!!!",0,1,0,1
comentario_1811254,Obrigada verdade olhar respeito mesmovoce😮edos😮meus😅kkkķ sorte😮dela😮sé arrumar ela😮deve😅ser😮muito bopre😮porquê pra falar😮isso😅Deus abençoe sempre um😮,0,1,0,0
comentario_580924,Vomita merda pra caramba ein 😂,0,1,1,1
comentario_1477541,E nem assim funcionou! Tô passada!,0,1,0,1
comentario_404905,@ kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,1,0,1
comentario_2090790,"Eu tenho cartão nubank 😢😢😂 mas não só, tem outros..",0,1,0,1
comentario_101922,"O segundo vídeo,parece feito por I.A",0,1,0,1
comentario_1329391,"@  Tipo aquele do calvo do campari? lembro dele ter dito que ele tinha ""bons"" cursos... (de fato uma bola fora)",0,1,0,0
comentario_2922319,CANSADA EU FIQUEI SÓ DE OLHAR PRA BURRA.,0,0,1,1
comentario_917131,10 mil reais nao eh um salario alto.kkkkk,0,1,0,1
comentario_674783,Sem necessidade de dizer que era .....,0,1,0,1
comentario_2093329,"Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join",0,1,0,1
comentario_1756032,"1:10:00 concordo plenamente e ja percebo isso mesmo, meu pai não era presente, mas eu vou ser",0,1,0,1
comentario_545144,Sintomas algumas mães que estão fazendo isso também,0,1,0,1
comentario_2455532,"Agora, vamos e convenhamos...o congresso é majoritariamente masculino e coo esses absurdos passam e viram lei. As mulheres estão na luta, se juntam e conseguem absurdos. Já os homens não se organizam, aceitam tudo,  deixam tudo pra lá...precisam se organizar na vida não só em comentários de internet. Todos os canais Red estão lotados, mas na vida off, nada. E as leis pra vida real vão passando...",1,0,0,1
comentario_719189,"Se eu ainda existir neste mundo,  quero vê os frutos colhidos.",0,1,0,1
comentario_2091352,"Acho que há um tempo mínimo para não correr o risco para anulação, 🤔🤔😂😂😂😂",0,1,0,1
comentario_2998831,"Pois é ,mas muitos homens não valorizam essas mulheres",0,1,0,1
comentario_2108997,Conselho super  saudável!!!  kkkkkkkkkkkkkkkkkkkkkkkkkkkk  imagina os psicólogos  olhando isso!,0,1,0,1
comentario_1736858,"Deolaine, quem é essa mulher? Ah, uma youtuber rsrs.",0,1,0,0
comentario_1658986,"Oh Princesa da Disney World espera sentadinha, tá?! De pé tu vai-se cansar...viu.",1,1,1,1
comentario_2900254,"Meu irmão seu conteúdo é manero... mas BBB não é parâmetro é enredo parametrizado banhado nas lacrações mais atuais possíveis, portanto nada disso é real ou base para qualquer tema ... tmj",0,1,0,1
comentario_2104256,"Lembrando que são palavras dela . Na época do Pânico ela posou nua em uma revista e nesse meio tempo fizeram uma trolagem com a mesma . E chegou uma hora que ela disse o seguinte. "" Vcs estão estragando o melhor dia da minha vida "" . Uma mulher que diz que posar nua é melhor dia da vida dela , vc acha que um homem que se prese , vai dá valor ?",1,1,1,1
comentario_553963,Eu mesmo nem respondo  mais  pois nem tempo eu tenho mais   e senão for recíproco  a conversa  esqueçe  .,0,1,0,1
comentario_1431760,"Em 2020 eu disse: ''vão todas virar GPs de 30,00"" Falsa acusação para cima de mim, é tomar varias azeitonas facil facil",1,1,1,1
comentario_2506207,Verdade! Alexandre agrega muito ao podcast.,0,1,0,1
comentario_1667440,Isso se o Gustavo não fugir de novo.,0,1,0,1
comentario_1766955,"Macaco velho não põe a mão na cumbuca, não pula em galho seco e não entra em arapuca!!!!! Eu estou assim!!!😂😂😂😂",0,1,0,1
comentario_664066,"Moro no Norte de Minas e aqui todos sabem, onde morava pessoas que mexia com feitiçaria mesmo depois deles mortos aquele lugar fica aparecendo muita coisa sobrenatural. Aqui nunca vi nenhuma relato de ovini's, agora lobisomem, mula sem cabeça, bruxa que trança as quina de cavalos tem os montes . Vou dá só um exemplo para o texto não ficar grande. Aqui perto de casa tinha uma senhora muito católica, mas com alguma médionidade, um dia ela e toda sua família viu uma tropa de mulas sem cabeça em frente sua casa, todos passaram muito medo.",0,1,0,1
comentario_2489404,"Todo aquele povo que gosta de trabalhar e torce pelo progresso desse pais esta se solidarizando com o Rio Grande do Sul,  povo do norte Nordeste, sudeste e centro-oeste. ❤",0,1,0,1
comentario_524537,"QUE PAPEL LAMENTÁVEL ESSE VÍDEO HORROR 🤌🤌🤌🤌SE PRESTAR A UM PAPEL DESSES .... COMPETÊNCIA PRA ARRUMAR UM ZERO ,✋😒 NAO TEM ......VAI SE TRATAR MINHA FILHA URGENTE",0,0,1,1
comentario_505707,Homens solteiros e outro nível e patamar de vida. Essa dai provavelmente morrerá solteira mesmo. Afinal quem disse que isso é problema meu PETER PARKER,1,0,1,0
comentario_2083451,sabe o que não ta dando um show? essa tua sobrancelha,0,1,1,1
comentario_2905663,O palito queimado quer voltar pra caixinha de fósforos...,0,0,0,0
comentario_506479,Cabou o dinheiro a mina some😂😂😂😂,1,1,1,1
comentario_2828018,"Pobre Miquéias... mas isso ele tem mesmo é que comemorar, o livramento",0,1,1,0
comentario_584199,Essa mulher não é uma esposa é uma Deusa do lar,1,0,0,1
comentario_2960042,"@  sim jovem, mas nos estamos brigando p ser excessão. N somos nem 5% dos homens. Em uma análise probabilística a gadaiada bate 95% fácil... O inverno das mulheres deve começar aos 60 e olhe lá... Até lá tem gado p prover sendo minimamente atraente",1,1,1,1
comentario_675396,Passar o dia inteiro jogando video game no meu pc...,0,1,0,1
comentario_1022279,Parece um piriquitoE piriquito feio e burro ainda,0,1,1,1
comentario_2093253,Tomara que ela arranque muita grana desse trouxa...,0,1,1,1
comentario_1667476,"  Isso aconteceu comigo, fui preso em flagrante sem nenhuma  prova material pq a palavra da mulher está acima da presunção de inocência quando se trata de importunação sexual, ou seja, em casos de ""crimes"" contra a mulher não existe presunção de inocência. A diferença é que nunca vi a mulher na vida e não dei em cima dela, pelo contrário, ela que tava se roçando em mim. É o Brasil... Deixa de ser gado! Se a lei permite que um homem seja preso com ausência de materialidade e indício de autoria, logo terá muitas denúncias falsas e prisões arbitrárias.",1,1,1,1
comentario_124536,Mulheres Rússas vocês são um☝️ presente 🎁 de Deus vocês são mulheres completas para nós brasileiros estamos sofrendo nos ajudem.😊,1,0,0,1
comentario_1407448,"Os bandidos geralmente são homens fortes. O problema do homem de bem hoje em dia é ter caído no conto de que homem bom não precisa ser forte. Cara, eu tenho praticamente 50 anos, uma vida financeira razoável, mas vivo no minimalismo, praticamente ninguém sabe da minha realidade financeira, mesmo já ter levado vários pés na bunda, ainda sou admirado por várias mulheres, porque eu procuro ser mais forte que bandidos, não para me engrandecer, mas porque é preciso. E isso torna um homem atraente.",0,1,0,1
comentario_793951,Homem  provedor tem preço: a mulher paga com a dignidade!,1,0,0,0
comentario_2713987,Simples basta ela trabalhar ....,0,0,0,1
comentario_1433505,"Que nojo isso, sinceramente, coitado.",0,1,0,0
comentario_2787600,Verdade é  tempo de despertar  cambada,0,1,0,1
comentario_2534427,"As mulheres estão dispensando os homens. O problema é que: os homens não estão dispensando as mulheres.Resultado disso: cada vez mais transferência de renda para as ""deusas""Isso sem falar da quantidade de dinheiro que elas ganham com a venda de imagem. Nem precisam abrir as perninhas.",1,1,1,1
comentario_255211,Pode ver são tudo macho essa muleca,1,0,1,0
comentario_333855,"😂😂😂😂 Foi esse Gustavo Machado que ia debate cm Henrido Yt depois falou falou que estava cm problemas de saúde logo,uns dias depois debateu contra Flávio",0,1,0,1
comentario_2351452,"""Mulher nao loga pra caráter "" Fale por você querida,me casei com um homem de valor,a melhor escolha da minha vida,hoje faço 5 anos de casada,com meu amigo,meu companheiro,tudo o que temos hoje conquistamos juntos,eu luto pelos sonhos dele e ele luta pelos meus,e asism a gente segue vencendo,pessoal temos uma filha de três anos e durante todo esse tempo eu trbalhava,cuidava de casa e da bebê e estudava duas horas por dia pra conseguir uma bolsa de estudo integral,meu marido durante todo esse tempo dividiu essa carga comigo e por isso eu conseguia estudar e consegui passar ja finalizei o 1° semestre,eu sempre falo que esse mérito é meu e dele, nós juntamos um dinheiro do final do ano passado e meu esposo queria muito adicionar a Cat B  ele é habilitado só na A ele ficou tão feliz quando eu disse ""amor pega esse dinheiro e investe na sua habilitação""ontem foi o primeiro dia de aula prática,ele ta tão feliz e eu tô radiante por ele e assim a gente chegou aos 5 anos de casados com muito amor e respeito,e educando nossa princesa de 3 aninhos pra ser uma mulher de valor,eu peço a Deus que minha filha tenha um marido igual ao Pai que ela tem, porquê ele é maravilhoso!❤️",0,0,0,1
comentario_343201,Não entendi a postura de negação do apresentador enquanto ela discorria sobre esses fatos....vc não concorda????,0,1,0,1
comentario_1161279,Mas a culpa é delas mesmo.. burras,1,0,1,1
comentario_270972,@  Mas as pessoas conseguiram pegar ele? So por curiosidade,0,1,0,1
comentario_2918559,"Dizer bem , melhor pensar com a cabeça de cima do que com a cabeça de baixa ! E de quebra vai tá com o bolso cheiro !",0,0,1,1
comentario_2936605,"Se o cara for ligeiro, primeiro ele vai ser padrasto, pra usufruir o restinho de suco que ainda possa haver na mãe. Depois que ele experimentar a mãe e enjoar, ele vai pra cima da Yasmin, virando namorado da filha e ex da mãe. Como as duas são concorrentes, a filha vai aceitar o padrasto como namorado e a mãe vai aceitar ser amante do namorado da filha.Daqui a alguns anos, veremos a notícia trágica no Cidade Alerta.",1,1,1,1
comentario_3034598,Me diz qual dos 2 tem dignidade.,0,1,0,1
comentario_1953177,"Não quer dizer nada, a não ser que você esteja com vontade de voltar e ser um reserva! Pare de procurar fotos e siga em frente!",0,1,0,1
comentario_1719099,"@  esta fala reflete a tamanha falta de maturidade de algumas pessoas que acham que elas devem ser as únicas a fazer parte do ciclo social do parceiro, como se o mundo girasse em torno do umbigo delas, mas tudo bem, eu não julgo, porque no fundo quem tem pensamento assim pode ter se envolvido com gente de mal caráter e pensar que todo mundo é assim",0,1,0,0
comentario_292303,"Essa é mãe com palavra...consequências de um "" tolo "" que achou que era o "" pá ""... .vacilão otário, Tirou quem o amou, amamentou, antes dos ""amiguinhos ""...Vai drão,jão...VACILÃO!!!!",0,0,1,1
comentario_2724177,Ninguém fará você ter sucesso se você mesmo não ir atrás e conquistar os teus sonhos e realizações.,0,1,0,1
comentario_1789937,Meu Deus irmão. Vou ficar no silêncio,0,1,0,1
comentario_1748638,"Essa daí sabe oque é uma mulher de valor, muitas se diz mulher de alto valor mas não sabe nem oque é ser uma.",1,1,0,0
comentario_403919,Queria saber qual o regime constituiu essa união 😂.  Vai separar pra ver!,0,1,0,1
comentario_2329640,"Eu uso roupas legais, acho importante manter a imagem. Mas como complemento. Acho que narrativa do autor do video nao se aplica a todos os casos. Apenas há algumas pessoas.",0,1,0,1
comentario_1176283,"A minha ex nunca foi de mostrar o corpo. "" Até pra mim ela ficava com vergonha"".... principalmente em rede sociais...ela raramente postava FT e até mesmo hj ela não posta ND e tals😕 sla a família dela ainda gosta de mim mas não fui eu quem errei e sim ela 😕eu fui fiel nesses quatro anos mas ela quis jogar nossos quatro anos no lixo 😕 eu tinha aceso as redes sociais dela e ela as minhas 😕😕mas no final até a família dela ficou com raiva dela inclusive o pai 😕😕😕 ou seja ela fez tudo isso comigo mas prejudicou a si mesma e a própria família pegou raiva dela e até o pai disse "" a minha filha morreu"" vc não é minha filha e muito menos eu sou seu pai...ela no final me abandonou e como consequência foi abandonada pela família 😕😕😕😕😕😕",0,1,1,0
comentario_515231,"Logo se vê que o Daniel nada mais é do que um entusiasta, que quando está na frente de quem entende do que fala… ele fica constrangido…Como meu avô dizia: todo dia acorda um trouxa e um esperto…Aliás quem é, e o que faz esse Daniel? Teórico conspiracionista?",0,1,1,0
comentario_1451177,"@  Você é gay...  pode até não saber ainda, mas é.",0,1,1,0
comentario_579400,Uma mulher que entendeu o universo masculino😮,0,0,0,1
comentario_368698,"As mulheres sao das partes da eva ,corruptas e maior pecadora..abrem os olhos homens burros e jovens tbm os pais tem q educar seus filhos homems a nao se apegarem as mulheres apemas curtem com elas e um futuro depois de uma certa idade ai sib procura uma parceira pra viver mas nao qualquer mulher mesmo na idade maos avançada ten umas que so jesus na causa mesmo vale pra homem tbm nao so as mulheres.tenho 35 e sou divorciado graças a Deus.talvez eu arrume alguma ou não..",1,1,1,1
comentario_1772362,Eu que te agradeço por estar conosco aqui Cintia.,0,1,0,1
comentario_844418,@ .A.R.-ji3ex vc usou o verbo passado como se fosse viúva k,0,1,0,1
comentario_2661714,"1:07 cara como pode ser tão inocente, como existe homens sem malicia.",0,1,0,1
comentario_2596484,"Sandro não, padrinho Dom Sandro.",0,1,0,1
comentario_542510,Mais armado que a chuva na nuca dele. 😂😂😂,0,1,0,1
comentario_1276545,Ta presa nos anos 90 ; pq os homens de hoje ama tudo que ela falou. Quanto mais Parecer uma GP mas eles amam,1,1,1,1
comentario_1707000,"também sou a favor da segregação... da segregação dos impostos, implementando um sistema que identifique o sexo do pagador de impostos de modo que o Estado faça caridade para as mulheres apenas com os impostos gerados por elas e os impostos gerados pelos homens sejam destinados a eles!  quem apoia a minha proposta de lei?",1,0,0,1
comentario_2050465,falando das cadelas emputeradas se vc não é não deveria se doer,1,1,1,1
comentario_1816821,Pior é o que mais tem homem palpiteiro de rola.,0,1,1,1
comentario_2957045,O que tem a ver vacina convide com AIDS ? Existe vacina preventiva contra AIDS ? Tu tá sabendo legal,0,1,0,0
comentario_2023567,O filho mais velho da minha cunhada está namorando com uma menina que ja tem 03 filhos! Isso mesmo 03 filhos. Ele tem uns 20 anos anos e a muenina 24 anos de idade e o mais interessante é a minha cunhada chama ela de nora leva ela na casa deixa os filhos dela brincarem com o filho dela. Eu fico só observando nao digo nada.,0,0,1,0
comentario_2989309,Enquanto todos homens são um possível abusador  ! Esta aí faz todas mulheres canalhas  ! Só não ver quem eguinora.,1,1,1,1
comentario_968965,Não voltou satisfeito.  Cabeça de miqueinha é zoada,0,1,1,1
comentario_2513716,Eu duvido se algum homem bai querer,0,1,0,1
comentario_2610687,"Epaaa epaaa lá... Eu amo homens de honra e honesto. Estou solteira até hj porq infelizmente ainda não achei e óbvio que qdo vejo aqueles homens doidos nem chego perto. Canalha já sei que não presta. Assediadores odeio. Funk odeio. Nem festas eu curto e mesmo assim... Tá difícil. O melhor homem da minha vida, morreu... Meu marido e até hj estou sozinha na minha solitudine. É como dizem, melhor só do que mau acompanhada 😊",0,1,0,1
comentario_863561,de frescura de mi mi mi. Estamos criando filhos pra ser homens e mulheres honrados.mexe com um filho meu ou dessa mãe aí pra tu vê. Isso é amor acorda pra vida.,1,0,1,1
comentario_1135851,Issso eo valor de uma família.,0,1,0,1
comentario_1257510,"A MULHER É CAMALEOA, O AMBIENTE REGULA SEUS PASSOS . A ATITUDE DA ESPOSA DO EX DITADOR NÃO É NENHUMA NOVIDADE. NÃO ESPERE NADA DIFERENTE DELAS.",1,1,1,1
comentario_2512921,"Errar é  de todos, reconhecer o erro é dos fortes, perdoar é dos melhores",0,1,0,1
comentario_2705630,exatamente que desprezo por essa mulher que joga a filha no meio dessa situação pra tentar safar as sua escolha de trair,0,0,1,1
comentario_1784478,"até porque q carne tá um absurdo de caro, bom mesmo é valorizar seu gordinho !!",0,1,0,1
comentario_1051175,😂 Maria chuteira interesseira 😮😮,1,1,1,1
comentario_2641726,💖💖💖💖💖ESSE ADVOGADO É FERAAAAA!!!!,0,1,0,1
comentario_2229727,Meu Deus lindo demais.  Sensacional. Emocionante.  Guerreiro. Lindo casal.,0,1,0,1
